scope,itemId,tcg,name,edition,language,variant,quantity,unitPurchaseValue,status,source,pricingMode,marketUnit,marketTotal,deltaTotal,recoveryRate,matchConfidence,matchReason,productId,productName,productKind,categoryName,productUrl,listingLanguage,listingCondition,liveSampleSize,liveValidListings,liveRawListings,liveLow,scrapeSampleSize,scrapeValidListings,scrapeRawListings,scrapeLow,scrapeProductUrl,scrapeStatus,scrapeReason,fallbackPriceGuideUnit,fallbackUsed,fallbackReason,scryfallResolverStatus,scryfallCardmarketId,scryfallSet,scryfallCollectorNumber,riftboundImageStatus,riftboundImageCode,riftboundExpectedExpansions,riftboundVersionTarget,riftboundImageHeuristic,candidate1Id,candidate1Name,candidate1Score,candidate1Price,candidate1FoilPrice,candidate1Url,candidate2Id,candidate2Name,candidate2Score,candidate2Price,candidate2FoilPrice,candidate2Url,candidate3Id,candidate3Name,candidate3Score,candidate3Price,candidate3FoilPrice,candidate3Url,candidate4Id,candidate4Name,candidate4Score,candidate4Price,candidate4FoilPrice,candidate4Url,candidate5Id,candidate5Name,candidate5Score,candidate5Price,candidate5FoilPrice,candidate5Url
collection,stock-magic-the-gathering-sacred-foundry-ravnica-remastered-extras-ingles-nonfoil,Magic The Gathering,Sacred Foundry,Ravnica Remastered: Extras,Inglés,Non-foil,4.0,22.98,scrape_blocked_fallback,Cardmarket Data Tables + Direct Scraping (fallback Data Tables),scrape_fallback,20.14,80.56,-11.36,87.64,102.0,scrape_blocked:HTTP 403: posible bloqueo/challenge;fallback_priceguide,748650,Sacred Foundry,single,Magic Single,https://www.cardmarket.com/en/Magic/Products?idProduct=748650&referrer=scryfall&utm_campaign=card_prices&utm_medium=text&utm_source=scryfall,english,nm,0,0,0,,0,0,0,,https://www.cardmarket.com/en/Magic/Products?idProduct=748650&referrer=scryfall&utm_campaign=card_prices&utm_medium=text&utm_source=scryfall,scrape_blocked,scrape_blocked:HTTP 403: posible bloqueo/challenge,20.14,True,scrape_blocked:HTTP 403: posible bloqueo/challenge,resolved,748650,rvr,297,,,,,,748650,Sacred Foundry,102.0,20.14,20.14,https://www.cardmarket.com/en/Magic/Products?idProduct=748650&referrer=scryfall&utm_campaign=card_prices&utm_medium=text&utm_source=scryfall,,,,,,,,,,,,,,,,,,,,,,,,
collection,stock-magic-the-gathering-delighted-halfling-the-lord-of-the-rings-tales-of-middle-earth-ingles-nonfoil,Magic The Gathering,Delighted Halfling,The Lord of the Rings: Tales of Middle-earth,Inglés,Non-foil,4.0,21.93,scrape_blocked_fallback,Cardmarket Data Tables + Direct Scraping (fallback Data Tables),scrape_fallback,18.29,73.16,-14.56,83.4,102.0,scrape_blocked:HTTP 403: posible bloqueo/challenge;fallback_priceguide,715938,Delighted Halfling,single,Magic Single,https://www.cardmarket.com/en/Magic/Products?idProduct=715938&referrer=scryfall&utm_campaign=card_prices&utm_medium=text&utm_source=scryfall,english,nm,0,0,0,,0,0,0,,https://www.cardmarket.com/en/Magic/Products?idProduct=715938&referrer=scryfall&utm_campaign=card_prices&utm_medium=text&utm_source=scryfall,scrape_blocked,scrape_blocked:HTTP 403: posible bloqueo/challenge,18.29,True,scrape_blocked:HTTP 403: posible bloqueo/challenge,resolved,715938,ltr,158,,,,,,715938,Delighted Halfling,102.0,18.29,18.29,https://www.cardmarket.com/en/Magic/Products?idProduct=715938&referrer=scryfall&utm_campaign=card_prices&utm_medium=text&utm_source=scryfall,,,,,,,,,,,,,,,,,,,,,,,,
collection,stock-magic-the-gathering-yawgmoth-thran-physician-time-spiral-remastered-extras-ingles-nonfoil,Magic The Gathering,"Yawgmoth, Thran Physician",Time Spiral Remastered: Extras,Inglés,Non-foil,4.0,21.82,scrape_blocked_fallback,Cardmarket Data Tables + Direct Scraping (fallback Data Tables),scrape_fallback,28.38,113.52,26.24,130.06,102.0,scrape_blocked:HTTP 403: posible bloqueo/challenge;fallback_priceguide,543991,"Yawgmoth, Thran Physician",single,Magic Single,https://www.cardmarket.com/en/Magic/Products?idProduct=543991&referrer=scryfall&utm_campaign=card_prices&utm_medium=text&utm_source=scryfall,english,nm,0,0,0,,0,0,0,,https://www.cardmarket.com/en/Magic/Products?idProduct=543991&referrer=scryfall&utm_campaign=card_prices&utm_medium=text&utm_source=scryfall,scrape_blocked,scrape_blocked:HTTP 403: posible bloqueo/challenge,28.38,True,scrape_blocked:HTTP 403: posible bloqueo/challenge,resolved,543991,tsr,336,,,,,,543991,"Yawgmoth, Thran Physician",102.0,28.38,28.38,https://www.cardmarket.com/en/Magic/Products?idProduct=543991&referrer=scryfall&utm_campaign=card_prices&utm_medium=text&utm_source=scryfall,,,,,,,,,,,,,,,,,,,,,,,,
collection,stock-magic-the-gathering-snapcaster-mage-innistrad-remastered-japones-foil,Magic The Gathering,Snapcaster Mage,Innistrad Remastered,Japonés,Foil,2.0,43.63,scrape_blocked_fallback,Cardmarket Data Tables + Direct Scraping (fallback Data Tables),scrape_fallback,15.8,31.6,-55.66,36.21,100.0,scrape_blocked:HTTP 403: posible bloqueo/challenge;fallback_priceguide,802788,Snapcaster Mage,single,Magic Single,https://www.cardmarket.com/en/Magic/Products?idProduct=802788&referrer=scryfall&utm_campaign=card_prices&utm_medium=text&utm_source=scryfall,japanese,nm,0,0,0,,0,0,0,,https://www.cardmarket.com/en/Magic/Products?idProduct=802788&referrer=scryfall&utm_campaign=card_prices&utm_medium=text&utm_source=scryfall,scrape_blocked,scrape_blocked:HTTP 403: posible bloqueo/challenge,15.8,True,scrape_blocked:HTTP 403: posible bloqueo/challenge,resolved,802788,inr,478,,,,,,802788,Snapcaster Mage,100.0,15.8,15.8,https://www.cardmarket.com/en/Magic/Products?idProduct=802788&referrer=scryfall&utm_campaign=card_prices&utm_medium=text&utm_source=scryfall,,,,,,,,,,,,,,,,,,,,,,,,
collection,stock-magic-the-gathering-thoughtseize-time-spiral-remastered-extras-ingles-nonfoil,Magic The Gathering,Thoughtseize,Time Spiral Remastered: Extras,Inglés,Non-foil,4.0,21.8,scrape_blocked_fallback,Cardmarket Data Tables + Direct Scraping (fallback Data Tables),scrape_fallback,17.02,68.08,-19.12,78.07,102.0,scrape_blocked:HTTP 403: posible bloqueo/challenge;fallback_priceguide,543726,Thoughtseize,single,Magic Single,https://www.cardmarket.com/en/Magic/Products?idProduct=543726&referrer=scryfall&utm_campaign=card_prices&utm_medium=text&utm_source=scryfall,english,nm,0,0,0,,0,0,0,,https://www.cardmarket.com/en/Magic/Products?idProduct=543726&referrer=scryfall&utm_campaign=card_prices&utm_medium=text&utm_source=scryfall,scrape_blocked,scrape_blocked:HTTP 403: posible bloqueo/challenge,17.02,True,scrape_blocked:HTTP 403: posible bloqueo/challenge,resolved,543726,tsr,334,,,,,,543726,Thoughtseize,102.0,17.02,17.02,https://www.cardmarket.com/en/Magic/Products?idProduct=543726&referrer=scryfall&utm_campaign=card_prices&utm_medium=text&utm_source=scryfall,,,,,,,,,,,,,,,,,,,,,,,,
collection,stock-riftbound-vex-apathetic-unleashed-ingles-foil,Riftbound,"Vex, Apathetic",Unleashed,Inglés,Foil,3.0,28.98,scrape_blocked_fallback,Cardmarket Data Tables + Direct Scraping (fallback Data Tables),scrape_fallback,27.95,83.85,-3.09,96.45,164.6,scrape_blocked:HTTP 403: posible bloqueo/challenge;fallback_priceguide,884137,"Vex, Apathetic",single,Riftbound Single,https://www.cardmarket.com/en/Riftbound/Products/Search?searchString=Vex%2C+Apathetic,english,nm,0,0,0,,0,0,0,,https://www.cardmarket.com/en/Riftbound/Products/Search?searchString=Vex%2C+Apathetic,scrape_blocked,scrape_blocked:HTTP 403: posible bloqueo/challenge,27.95,True,scrape_blocked:HTTP 403: posible bloqueo/challenge,,,,,resolved,UNL-150A,6491,alternate,True,884137,"Vex, Apathetic",164.6,27.95,27.95,https://www.cardmarket.com/en/Riftbound/Products/Search?searchString=Vex%2C+Apathetic,884136,"Vex, Apathetic",161.11,20.34,20.34,https://www.cardmarket.com/en/Riftbound/Products/Search?searchString=Vex%2C+Apathetic,884019,"Vex, Mocking",89.51,5.0,5.0,https://www.cardmarket.com/en/Riftbound/Products/Search?searchString=Vex%2C+Mocking,884018,"Vex, Mocking",88.84,0.27,0.27,https://www.cardmarket.com/en/Riftbound/Products/Search?searchString=Vex%2C+Mocking,884185,"Vex, Gloomist",88.84,0.29,0.29,https://www.cardmarket.com/en/Riftbound/Products/Search?searchString=Vex%2C+Gloomist
collection,stock-magic-the-gathering-wrath-of-the-skies-modern-horizons-3-extras-ingles-nonfoil,Magic The Gathering,Wrath of the Skies,Modern Horizons 3: Extras,Inglés,Non-foil,4.0,21.67,scrape_blocked_fallback,Cardmarket Data Tables + Direct Scraping (fallback Data Tables),scrape_fallback,5.85,23.4,-63.28,27.0,102.0,scrape_blocked:HTTP 403: posible bloqueo/challenge;fallback_priceguide,771607,Wrath of the Skies,single,Magic Single,https://www.cardmarket.com/en/Magic/Products?idProduct=771607&referrer=scryfall&utm_campaign=card_prices&utm_medium=text&utm_source=scryfall,english,nm,0,0,0,,0,0,0,,https://www.cardmarket.com/en/Magic/Products?idProduct=771607&referrer=scryfall&utm_campaign=card_prices&utm_medium=text&utm_source=scryfall,scrape_blocked,scrape_blocked:HTTP 403: posible bloqueo/challenge,5.85,True,scrape_blocked:HTTP 403: posible bloqueo/challenge,resolved,771607,mh3,325,,,,,,771607,Wrath of the Skies,102.0,5.85,5.85,https://www.cardmarket.com/en/Magic/Products?idProduct=771607&referrer=scryfall&utm_campaign=card_prices&utm_medium=text&utm_source=scryfall,,,,,,,,,,,,,,,,,,,,,,,,
collection,stock-magic-the-gathering-ugin-s-labyrinth-modern-horizons-3-extras-ingles-nonfoil,Magic The Gathering,Ugin's Labyrinth,Modern Horizons 3: Extras,Inglés,Non-foil,2.0,41.46,scrape_blocked_fallback,Cardmarket Data Tables + Direct Scraping (fallback Data Tables),scrape_fallback,18.48,36.96,-45.96,44.57,102.0,scrape_blocked:HTTP 403: posible bloqueo/challenge;fallback_priceguide,771935,Ugin's Labyrinth,single,Magic Single,https://www.cardmarket.com/en/Magic/Products?idProduct=771935&referrer=scryfall&utm_campaign=card_prices&utm_medium=text&utm_source=scryfall,english,nm,0,0,0,,0,0,0,,https://www.cardmarket.com/en/Magic/Products?idProduct=771935&referrer=scryfall&utm_campaign=card_prices&utm_medium=text&utm_source=scryfall,scrape_blocked,scrape_blocked:HTTP 403: posible bloqueo/challenge,18.48,True,scrape_blocked:HTTP 403: posible bloqueo/challenge,resolved,771935,mh3,359,,,,,,771935,Ugin's Labyrinth,102.0,18.48,18.48,https://www.cardmarket.com/en/Magic/Products?idProduct=771935&referrer=scryfall&utm_campaign=card_prices&utm_medium=text&utm_source=scryfall,,,,,,,,,,,,,,,,,,,,,,,,
collection,stock-riftbound-irelia-blade-dancer-spiritforged-ingles-foil,Riftbound,"Irelia, Blade Dancer",Spiritforged,Inglés,Foil,1.0,82.06,scrape_blocked_fallback,Cardmarket Data Tables + Direct Scraping (fallback Data Tables),scrape_fallback,85.0,85.0,2.94,103.58,176.22,scrape_blocked:HTTP 403: posible bloqueo/challenge;fallback_priceguide,866993,"Irelia, Blade Dancer",single,Riftbound Single,https://www.cardmarket.com/en/Riftbound/Products/Search?searchString=Irelia%2C+Blade+Dancer,english,nm,0,0,0,,0,0,0,,https://www.cardmarket.com/en/Riftbound/Products/Search?searchString=Irelia%2C+Blade+Dancer,scrape_blocked,scrape_blocked:HTTP 403: posible bloqueo/challenge,85.0,True,scrape_blocked:HTTP 403: posible bloqueo/challenge,,,,,resolved,SFD-246,6399,showcase,False,866993,"Irelia, Blade Dancer",176.22,85.0,85.0,https://www.cardmarket.com/en/Riftbound/Products/Search?searchString=Irelia%2C+Blade+Dancer,866942,"Irelia, Blade Dancer",145.0,0.0,0.0,https://www.cardmarket.com/en/Riftbound/Products/Search?searchString=Irelia%2C+Blade+Dancer,866786,"Irelia, Fervent",104.4,16.89,16.89,https://www.cardmarket.com/en/Riftbound/Products/Search?searchString=Irelia%2C+Fervent,866881,"Irelia, Graceful",100.96,2.99,2.99,https://www.cardmarket.com/en/Riftbound/Products/Search?searchString=Irelia%2C+Graceful,866785,"Irelia, Fervent",100.7,10.79,10.79,https://www.cardmarket.com/en/Riftbound/Products/Search?searchString=Irelia%2C+Fervent
collection,stock-magic-the-gathering-subtlety-modern-horizons-2-extras-ingles-nonfoil,Magic The Gathering,Subtlety,Modern Horizons 2: Extras,Inglés,Non-foil,4.0,20.4,scrape_blocked_fallback,Cardmarket Data Tables + Direct Scraping (fallback Data Tables),scrape_fallback,12.82,51.28,-30.32,62.84,102.0,scrape_blocked:HTTP 403: posible bloqueo/challenge;fallback_priceguide,566162,Subtlety,single,Magic Single,https://www.cardmarket.com/en/Magic/Products?idProduct=566162&referrer=scryfall&utm_campaign=card_prices&utm_medium=text&utm_source=scryfall,english,nm,0,0,0,,0,0,0,,https://www.cardmarket.com/en/Magic/Products?idProduct=566162&referrer=scryfall&utm_campaign=card_prices&utm_medium=text&utm_source=scryfall,scrape_blocked,scrape_blocked:HTTP 403: posible bloqueo/challenge,12.82,True,scrape_blocked:HTTP 403: posible bloqueo/challenge,resolved,566162,mh2,309,,,,,,566162,Subtlety,102.0,12.82,12.82,https://www.cardmarket.com/en/Magic/Products?idProduct=566162&referrer=scryfall&utm_campaign=card_prices&utm_medium=text&utm_source=scryfall,,,,,,,,,,,,,,,,,,,,,,,,
collection,stock-magic-the-gathering-teferi-time-raveler-secret-lair-drop-series-out-of-time-super-ingles-nonfoil,Magic The Gathering,"Teferi, Time Raveler",Secret Lair Drop Series: Out of Time Super,Inglés,Non-foil,4.0,20.36,scrape_blocked_fallback,Cardmarket Data Tables + Direct Scraping (fallback Data Tables),scrape_fallback,14.46,57.84,-23.6,71.02,100.0,scrape_blocked:HTTP 403: posible bloqueo/challenge;fallback_priceguide,778692,"Teferi, Time Raveler",single,Magic Single,https://www.cardmarket.com/en/Magic/Products?idProduct=778692&referrer=scryfall&utm_campaign=card_prices&utm_medium=text&utm_source=scryfall,english,nm,0,0,0,,0,0,0,,https://www.cardmarket.com/en/Magic/Products?idProduct=778692&referrer=scryfall&utm_campaign=card_prices&utm_medium=text&utm_source=scryfall,scrape_blocked,scrape_blocked:HTTP 403: posible bloqueo/challenge,14.46,True,scrape_blocked:HTTP 403: posible bloqueo/challenge,resolved,778692,blc,92,,,,,,778692,"Teferi, Time Raveler",100.0,14.46,14.46,https://www.cardmarket.com/en/Magic/Products?idProduct=778692&referrer=scryfall&utm_campaign=card_prices&utm_medium=text&utm_source=scryfall,,,,,,,,,,,,,,,,,,,,,,,,
collection,stock-magic-the-gathering-ulamog-the-ceaseless-hunger-battle-for-zendikar-japones-nonfoil,Magic The Gathering,"Ulamog, the Ceaseless Hunger",Battle for Zendikar,Japonés,Non-foil,2.0,40.06,scrape_blocked_fallback,Cardmarket Data Tables + Direct Scraping (fallback Data Tables),scrape_fallback,17.01,34.02,-46.1,42.46,102.0,scrape_blocked:HTTP 403: posible bloqueo/challenge;fallback_priceguide,284318,"Ulamog, the Ceaseless Hunger",single,Magic Single,https://www.cardmarket.com/en/Magic/Products?idProduct=284318&referrer=scryfall&utm_campaign=card_prices&utm_medium=text&utm_source=scryfall,japanese,nm,0,0,0,,0,0,0,,https://www.cardmarket.com/en/Magic/Products?idProduct=284318&referrer=scryfall&utm_campaign=card_prices&utm_medium=text&utm_source=scryfall,scrape_blocked,scrape_blocked:HTTP 403: posible bloqueo/challenge,17.01,True,scrape_blocked:HTTP 403: posible bloqueo/challenge,resolved,284318,bfz,15,,,,,,284318,"Ulamog, the Ceaseless Hunger",102.0,17.01,17.01,https://www.cardmarket.com/en/Magic/Products?idProduct=284318&referrer=scryfall&utm_campaign=card_prices&utm_medium=text&utm_source=scryfall,,,,,,,,,,,,,,,,,,,,,,,,
collection,stock-magic-the-gathering-cavern-of-souls-avacyn-restored-ingles-nonfoil,Magic The Gathering,Cavern of Souls,Avacyn Restored,Inglés,Non-foil,2.0,39.69,scrape_blocked_fallback,Cardmarket Data Tables + Direct Scraping (fallback Data Tables),scrape_fallback,36.22,72.44,-6.94,91.26,102.0,scrape_blocked:HTTP 403: posible bloqueo/challenge;fallback_priceguide,254452,Cavern of Souls,single,Magic Single,https://www.cardmarket.com/en/Magic/Products?idProduct=254452&referrer=scryfall&utm_campaign=card_prices&utm_medium=text&utm_source=scryfall,english,nm,0,0,0,,0,0,0,,https://www.cardmarket.com/en/Magic/Products?idProduct=254452&referrer=scryfall&utm_campaign=card_prices&utm_medium=text&utm_source=scryfall,scrape_blocked,scrape_blocked:HTTP 403: posible bloqueo/challenge,36.22,True,scrape_blocked:HTTP 403: posible bloqueo/challenge,resolved,254452,avr,226,,,,,,254452,Cavern of Souls,102.0,36.22,36.22,https://www.cardmarket.com/en/Magic/Products?idProduct=254452&referrer=scryfall&utm_campaign=card_prices&utm_medium=text&utm_source=scryfall,,,,,,,,,,,,,,,,,,,,,,,,
collection,stock-magic-the-gathering-wrath-of-god-fourth-edition-black-bordered-japones-nonfoil,Magic The Gathering,Wrath of God,Fourth Edition: Black Bordered,Japonés,Non-foil,2.0,39.0,scrape_blocked_fallback,Cardmarket Data Tables + Direct Scraping (fallback Data Tables),scrape_fallback,35.2,70.4,-7.6,90.26,100.0,scrape_blocked:HTTP 403: posible bloqueo/challenge;fallback_priceguide,251283,Wrath of God,single,Magic Single,https://www.cardmarket.com/en/Magic/Products?idProduct=251283&referrer=scryfall&utm_campaign=card_prices&utm_medium=text&utm_source=scryfall,japanese,nm,0,0,0,,0,0,0,,https://www.cardmarket.com/en/Magic/Products?idProduct=251283&referrer=scryfall&utm_campaign=card_prices&utm_medium=text&utm_source=scryfall,scrape_blocked,scrape_blocked:HTTP 403: posible bloqueo/challenge,35.2,True,scrape_blocked:HTTP 403: posible bloqueo/challenge,resolved,251283,4bb,58,,,,,,251283,Wrath of God,100.0,35.2,35.2,https://www.cardmarket.com/en/Magic/Products?idProduct=251283&referrer=scryfall&utm_campaign=card_prices&utm_medium=text&utm_source=scryfall,,,,,,,,,,,,,,,,,,,,,,,,
collection,stock-riftbound-vex-gloomist-unleashed-ingles-foil,Riftbound,"Vex, Gloomist",Unleashed,Inglés,Foil,1.0,76.3,scrape_blocked_fallback,Cardmarket Data Tables + Direct Scraping (fallback Data Tables),scrape_fallback,0.29,0.29,-76.01,0.38,150.78,scrape_blocked:HTTP 403: posible bloqueo/challenge;fallback_priceguide,884185,"Vex, Gloomist",single,Riftbound Single,https://www.cardmarket.com/en/Riftbound/Products/Search?searchString=Vex%2C+Gloomist,english,nm,0,0,0,,0,0,0,,https://www.cardmarket.com/en/Riftbound/Products/Search?searchString=Vex%2C+Gloomist,scrape_blocked,scrape_blocked:HTTP 403: posible bloqueo/challenge,0.29,True,scrape_blocked:HTTP 403: posible bloqueo/challenge,,,,,resolved,UNL-232,6491,base,True,884185,"Vex, Gloomist",150.78,0.29,0.29,https://www.cardmarket.com/en/Riftbound/Products/Search?searchString=Vex%2C+Gloomist,884226,"Vex, Gloomist",146.24,420.0,420.0,https://www.cardmarket.com/en/Riftbound/Products/Search?searchString=Vex%2C+Gloomist,884225,"Vex, Gloomist",145.0,0.0,0.0,https://www.cardmarket.com/en/Riftbound/Products/Search?searchString=Vex%2C+Gloomist,884137,"Vex, Apathetic",97.79,27.95,27.95,https://www.cardmarket.com/en/Riftbound/Products/Search?searchString=Vex%2C+Apathetic,884018,"Vex, Mocking",94.63,0.27,0.27,https://www.cardmarket.com/en/Riftbound/Products/Search?searchString=Vex%2C+Mocking
collection,stock-magic-the-gathering-fable-of-the-mirror-breaker-reflection-of-kiki-jiki-kamigawa-neon-dynasty-extras-ingles-no,Magic The Gathering,Fable of the Mirror-Breaker // Reflection of Kiki-Jiki,Kamigawa: Neon Dynasty: Extras,Inglés,Non-foil,3.0,24.81,scrape_blocked_fallback,Cardmarket Data Tables + Direct Scraping (fallback Data Tables),scrape_fallback,12.66,37.98,-36.45,51.03,102.0,scrape_blocked:HTTP 403: posible bloqueo/challenge;fallback_priceguide,607391,Fable of the Mirror-Breaker // Reflection of Kiki-Jiki,single,Magic Single,https://www.cardmarket.com/en/Magic/Products?idProduct=607391&referrer=scryfall&utm_campaign=card_prices&utm_medium=text&utm_source=scryfall,english,nm,0,0,0,,0,0,0,,https://www.cardmarket.com/en/Magic/Products?idProduct=607391&referrer=scryfall&utm_campaign=card_prices&utm_medium=text&utm_source=scryfall,scrape_blocked,scrape_blocked:HTTP 403: posible bloqueo/challenge,12.66,True,scrape_blocked:HTTP 403: posible bloqueo/challenge,resolved,607391,neo,465,,,,,,607391,Fable of the Mirror-Breaker // Reflection of Kiki-Jiki,102.0,12.66,12.66,https://www.cardmarket.com/en/Magic/Products?idProduct=607391&referrer=scryfall&utm_campaign=card_prices&utm_medium=text&utm_source=scryfall,,,,,,,,,,,,,,,,,,,,,,,,
collection,stock-riftbound-arise-spiritforged-ingles-foil,Riftbound,Arise!,Spiritforged,Inglés,Foil,3.0,24.72,scrape_blocked_fallback,Cardmarket Data Tables + Direct Scraping (fallback Data Tables),scrape_fallback,27.52,82.56,8.4,111.33,163.82,scrape_blocked:HTTP 403: posible bloqueo/challenge;fallback_priceguide,866945,Arise!,single,Riftbound Single,https://www.cardmarket.com/en/Riftbound/Products/Search?searchString=Arise%21,english,nm,0,0,0,,0,0,0,,https://www.cardmarket.com/en/Riftbound/Products/Search?searchString=Arise%21,scrape_blocked,scrape_blocked:HTTP 403: posible bloqueo/challenge,27.52,True,scrape_blocked:HTTP 403: posible bloqueo/challenge,,,,,resolved,SFD-198,6399,base,False,866945,Arise!,163.82,27.52,27.52,https://www.cardmarket.com/en/Riftbound/Products/Search?searchString=Arise%21,871909,Spiritforged: Uncommon Set,85.12,15.57,15.57,https://www.cardmarket.com/en/Riftbound/Products/Search?searchString=Spiritforged%3A+Uncommon+Set,871910,Spiritforged: Rare Set,76.8,16.64,16.64,https://www.cardmarket.com/en/Riftbound/Products/Search?searchString=Spiritforged%3A+Rare+Set,871908,Spiritforged: Common Set,64.69,1.76,1.76,https://www.cardmarket.com/en/Riftbound/Products/Search?searchString=Spiritforged%3A+Common+Set,871911,Spiritforged: Epic Set,61.24,900.0,900.0,https://www.cardmarket.com/en/Riftbound/Products/Search?searchString=Spiritforged%3A+Epic+Set
collection,stock-magic-the-gathering-esper-sentinel-modern-horizons-3-retro-frame-cards-japones-nonfoil,Magic The Gathering,Esper Sentinel,Modern Horizons 3: Retro Frame Cards,Japonés,Non-foil,4.0,18.44,scrape_blocked_fallback,Cardmarket Data Tables + Direct Scraping (fallback Data Tables),scrape_fallback,42.0,168.0,94.24,227.77,100.0,scrape_blocked:HTTP 403: posible bloqueo/challenge;fallback_priceguide,771298,Esper Sentinel,single,Magic Single,https://www.cardmarket.com/en/Magic/Products?idProduct=771298&referrer=scryfall&utm_campaign=card_prices&utm_medium=text&utm_source=scryfall,japanese,nm,0,0,0,,0,0,0,,https://www.cardmarket.com/en/Magic/Products?idProduct=771298&referrer=scryfall&utm_campaign=card_prices&utm_medium=text&utm_source=scryfall,scrape_blocked,scrape_blocked:HTTP 403: posible bloqueo/challenge,42.0,True,scrape_blocked:HTTP 403: posible bloqueo/challenge,resolved,771298,h2r,2,,,,,,771298,Esper Sentinel,100.0,42.0,42.0,https://www.cardmarket.com/en/Magic/Products?idProduct=771298&referrer=scryfall&utm_campaign=card_prices&utm_medium=text&utm_source=scryfall,,,,,,,,,,,,,,,,,,,,,,,,
collection,stock-riftbound-moonfall-unleashed-ingles-foil,Riftbound,Moonfall,Unleashed,Inglés,Foil,3.0,24.37,scrape_blocked_fallback,Cardmarket Data Tables + Direct Scraping (fallback Data Tables),scrape_fallback,25.45,76.35,3.24,104.43,164.52,scrape_blocked:HTTP 403: posible bloqueo/challenge;fallback_priceguide,884190,Moonfall,single,Riftbound Single,https://www.cardmarket.com/en/Riftbound/Products/Search?searchString=Moonfall,english,nm,0,0,0,,0,0,0,,https://www.cardmarket.com/en/Riftbound/Products/Search?searchString=Moonfall,scrape_blocked,scrape_blocked:HTTP 403: posible bloqueo/challenge,25.45,True,scrape_blocked:HTTP 403: posible bloqueo/challenge,,,,,resolved,UNL-198,6491,base,False,884190,Moonfall,164.52,25.45,25.45,https://www.cardmarket.com/en/Riftbound/Products/Search?searchString=Moonfall,886611,Unleashed: Uncommon Set,71.18,6.69,6.69,https://www.cardmarket.com/en/Riftbound/Products/Search?searchString=Unleashed%3A+Uncommon+Set,886612,Unleashed: Rare Set,65.55,36.78,36.78,https://www.cardmarket.com/en/Riftbound/Products/Search?searchString=Unleashed%3A+Rare+Set,886610,Unleashed: Common Set,59.22,3.0,3.0,https://www.cardmarket.com/en/Riftbound/Products/Search?searchString=Unleashed%3A+Common+Set,877300,Unleashed Vault,58.72,46.31,46.31,https://www.cardmarket.com/en/Riftbound/Products/Search?searchString=Unleashed+Vault
collection,stock-magic-the-gathering-hexing-squelcher-lorwyn-eclipsed-extras-ingles-nonfoil,Magic The Gathering,Hexing Squelcher,Lorwyn Eclipsed: Extras,Inglés,Non-foil,3.0,24.13,scrape_blocked_fallback,Cardmarket Data Tables + Direct Scraping (fallback Data Tables),scrape_fallback,22.13,66.39,-6.0,91.71,102.0,scrape_blocked:HTTP 403: posible bloqueo/challenge;fallback_priceguide,864877,Hexing Squelcher,single,Magic Single,https://www.cardmarket.com/en/Magic/Products?idProduct=864877&referrer=scryfall&utm_campaign=card_prices&utm_medium=text&utm_source=scryfall,english,nm,0,0,0,,0,0,0,,https://www.cardmarket.com/en/Magic/Products?idProduct=864877&referrer=scryfall&utm_campaign=card_prices&utm_medium=text&utm_source=scryfall,scrape_blocked,scrape_blocked:HTTP 403: posible bloqueo/challenge,22.13,True,scrape_blocked:HTTP 403: posible bloqueo/challenge,resolved,864877,ecl,317,,,,,,864877,Hexing Squelcher,102.0,22.13,22.13,https://www.cardmarket.com/en/Magic/Products?idProduct=864877&referrer=scryfall&utm_campaign=card_prices&utm_medium=text&utm_source=scryfall,,,,,,,,,,,,,,,,,,,,,,,,
collection,stock-magic-the-gathering-exalted-angel-onslaught-japones-nonfoil,Magic The Gathering,Exalted Angel,Onslaught,Japonés,Non-foil,3.0,24.0,scrape_blocked_fallback,Cardmarket Data Tables + Direct Scraping (fallback Data Tables),scrape_fallback,31.16,93.48,21.48,129.83,102.0,scrape_blocked:HTTP 403: posible bloqueo/challenge;fallback_priceguide,1659,Exalted Angel,single,Magic Single,https://www.cardmarket.com/en/Magic/Products?idProduct=1659&referrer=scryfall&utm_campaign=card_prices&utm_medium=text&utm_source=scryfall,japanese,nm,0,0,0,,0,0,0,,https://www.cardmarket.com/en/Magic/Products?idProduct=1659&referrer=scryfall&utm_campaign=card_prices&utm_medium=text&utm_source=scryfall,scrape_blocked,scrape_blocked:HTTP 403: posible bloqueo/challenge,31.16,True,scrape_blocked:HTTP 403: posible bloqueo/challenge,resolved,1659,ons,28,,,,,,1659,Exalted Angel,102.0,31.16,31.16,https://www.cardmarket.com/en/Magic/Products?idProduct=1659&referrer=scryfall&utm_campaign=card_prices&utm_medium=text&utm_source=scryfall,,,,,,,,,,,,,,,,,,,,,,,,
